lake.ID,lake.name,region,temperature,fish_PA,stocking,elevation,max_depth,area,richness,fish_PA_bin
311,Taye,YUK SOUTH,17.7,Present,No Record,712.8,3,810,6,1
312,Kusawa,YUK SOUTH,15.6,Present,No Record,671,16.8,14270,5,1
313,YUK2 (Chadden),YUK SOUTH,19,Present,Stocked,671,10.5,56.9,4,1
314,YUK3,YUK SOUTH,20,Present,Stocked,625,17.5,21.2,5,1
316,YUK1 (Chadburn),YUK SOUTH,17.5,Present,No Record,671,32,181.2,5,1
317,Fox,YUK SOUTH,11.35,Present,No Record,762,75,1590,5.333333333,1
318,Marsh,YUK SOUTH,12,Present,No Record,656,53,9450,5,1
319,YUK5 (Louise),YUK SOUTH,17,Present,No Record,1021,12,52.5,5,1
320,McClintock,YUK SOUTH,13.5,Present,No Record,812.7,22,180,6,1
321,YUK4 (Fish_stn5),YUK SOUTH,13.55,Present,No Record,1113,7,1262.1,3.666666667,1
322,Nares,YUK SOUTH,11.4,Present,No Record,656,15,530,2,1
323,Neskataheen,YUK SOUTH,13.8,Present,No Record,745,,80,4,1
325,Klukshu,YUK SOUTH,10.4,Present,No Record,670,5.5,125,4.5,1
329,Kloo,YUK SOUTH,18.8,Present,No Record,860,12,1280,6,1
330,Marshall,YUK SOUTH,8,Absent,No Record,1430,2.1,44,1,0
331,Dezadeash,YUK SOUTH,11.5,Present,No Record,702,7.6,7720,6.5,1
333,Pine,YUK SOUTH,13.76666667,Present,No Record,660,27,430,8.666666667,1
338,Frederick,YUK SOUTH,13.3,Present,No Record,718,24.5,495,4,1
339,Indian Springs Lake (W46),WATE,15.3,Absent,No Record,1351,1.5,5.88,11.2,0
340,Buffalo Creek Pond,WATE,13.03333333,Present,Stocked,1323,2,0.96,8.9,1
342,Rowe Lake (middle),WATE,16.25,Absent,Historically,2162,12,2.21,6,0
343,Carthew Pond,WATE,14,Absent,No Record,2159,0.5,0.8,4,0
344,Waterton Lake (upper),WATE,9.416666667,Present,Stocked,1278,135.3,941,12,1
346,Lineham Lake (south),WATE,14.5,Present,Stocked,2165,17,5.78,2,1
347,Maskinonge Lake,WATE,20.7,Present,No Record,1276,2,65,17.4,1
348,Lineham Lake (north),WATE,14,Present,Stocked,2170,29,18.96,3,1
351,Twin Lake (upper),WATE,11.03333333,Present,Stocked,1963,13,6.44,3.6,1
353,Twin Lake (lower),WATE,10.83333333,Present,Stocked,1927,8,2.72,5.25,1
354,Beaver Pond D (W64),WATE,17.6,Present,Stocked,1312,1.5,0.36,10.5,1
355,Beaver Pond B (W31),WATE,10.5,Present,Stocked,1524,3,2,10,1
356,Carthew Lake (lower),WATE,12.5,Present,Stocked,2154,11,7.33,6.666666667,1
358,Allison Lake,WATE,14.74285714,Absent,No Record,1274,2.4,4.05,12.85714286,0
359,Lost Lake,WATE,13.9,Absent,Historically,1875,12,1.57,4.285714286,0
360,Carthew Lake (upper),WATE,12.375,Present,Stocked,2195,13,4.35,3,1
362,Beaver Pond A (W33),WATE,16.25,Present,Stocked,1524,1.5,5.5,4,1
364,Peck's Basin,WATE,7.7,Absent,No Record,1951,1.5,0.51,2,0
365,Indian Springs Pond (W48C),WATE,13,Absent,No Record,1350,1.5,0.16,11,0
366,Lineham Lake (main),WATE,14.5,Present,Stocked,2111,23,12.64,3,1
367,Indian Springs Pond (W48A),WATE,18.35,Absent,No Record,1351,2,3,9.75,0
368,Buffalo Lake,WATE,12.25,Present,Stocked,1329,3.6,10.5,7.666666667,1
370,Loon Lake,WATE,26,Absent,No Record,1326,1,0.56,5,0
371,Summit Lake,WATE,17.75,Absent,Historically,1931,2,2.03,2.666666667,0
372,Cameron Lake,WATE,11.28,Present,Stocked,1660,39,172.3,4.166666667,1
373,Lonesome Lake,WATE,15.5,Absent,Historically,1280,2.6,12.67,9.2,0
374,Bertha Lake,WATE,13.4,Present,Stocked,1774,18.1,30.2,4,1
375,Crypt Lake,WATE,9.8,Absent,Historically,1963,44,13.44,1.5,0
376,Lone Lake,WATE,18.3,Present,Stocked,2027,13,2.53,3,1
377,Alderson Lake,WATE,8.5,Present,Stocked,1811,60,10.19,4.333333333,1
378,Rowe Lake (lower),WATE,10.5,Absent,Historically,1957,8,1.97,4,0
379,Linnet Lake,WATE,19.4,Present,Stocked,1280,3.2,3.52,4.52,1
380,Rowe Lake (upper),WATE,10.15,Absent,Historically,2168,3,7.2,4.666666667,0
381,Indian Springs North Pond (W47),WATE,13.95,Absent,No Record,1348,4,3,9.25,0
382,Goat Lake,WATE,9.4,Present,Stocked,1982,3.4,2.35,1,1
383,Giant's Mirror,WATE,16.95,Present,Stocked,1384,5,0.43,11.5,1
384,Akamina Lake,WATE,7.8,Present,Stocked,1655,5,4.65,5.5,1
385,Crandell Lake,WATE,13.86666667,Present,Stocked,1524,15.5,4.53,3,1
386,Kesler Lake,WATE,15,Absent,Historically,1503,2,7.65,8,0
387,Ruby Lake,WATE,18.3,Absent,Historically,2064,4.2,2.35,4,0
388,Beaver Pond C (W63),WATE,15.5,Present,Stocked,1300,2,1,6.5,1
389,Beaver Pond E (W65),WATE,17.5,Absent,No Record,1322,1.2,0.16,10,0
390,Bellevue Terrace (north pond),WATE,16,Absent,No Record,1365,2.5,0.45,7,0
391,Bellevue Terrace (south pond),WATE,16,Absent,No Record,1365,2.5,1.17,9,0
392,Indian Springs Pond (W48B),WATE,19.75,Absent,No Record,1351,1,0.28,9.6,0
396,Temporary Pond (W60),WATE,16.125,Absent,No Record,1293,1.6,0.06,7.6,0
397,Waterton Lake (lower),WATE,8.85,Present,Stocked,1278,27.4,429,10,1
398,Twintree Lake,JASP,12.5,Present,Stocked,1558,51,320.1,3,1
400,Hidden Lake,JASP,21.4,Present,Stocked,1258,6,2.6,4,1
403,Honeymoon Lake (little),JASP,23,Absent,Historically,1310,4,1,4.4,0
409,Dolly Lake,JASP,14,Present,Stocked,1555,5.5,7.7,5,1
410,Kidney Lake,JASP,14.25,Present,No Record,1375,12,24.1,14.5,1
411,Caribou Lake (lower),JASP,11.15,Present,Stocked,1767,18,46.3,3,1
412,Sassenach Lake #2,JASP,14,Present,No Record,1851,16,8.1,4,1
413,Caribou Lake (upper),JASP,9.25,Present,Stocked,1788,29,43.2,4,1
414,Topaz Lake,JASP,13.375,Present,Stocked,1773,28,128.5,3.5,1
416,Celestine Lake,JASP,16,Present,Stocked,1260,14,39,8.5,1
418,High Lake One,JASP,20,Absent,Historically,1455,2.4,1,3,0
421,Geraldine Lake #2,JASP,9,Present,Stocked,1690,4,0.6,1,1
423,Twin Lake (south),JASP,16.3,Present,Stocked,1033,11.5,1,11,1
426,Moab Lake,JASP,15.25,Present,Stocked,1204,18,23.9,4.8125,1
428,Geraldine Lake (lower),JASP,11.55,Present,Stocked,1600,6,17.7,2,1
433,Mile 16 1/2 Lake,JASP,20,Present,Stocked,1174,6,9,10,1
436,High Lake Three,JASP,19,Absent,Historically,1479,1,1.7,6,0
437,High Lake Five,JASP,16.2,Absent,Historically,1570,2,1.2,4,0
439,High Lake Two,JASP,20,Absent,Historically,1459,1.5,1.5,12,0
442,Long Lake,JASP,16.75,Present,Stocked,1357,3,5.1,2,1
443,High Lake Six,JASP,17.7,Absent,Historically,1535,1.2,2,4,0
445,Lectern Lake,JASP,13.375,Present,Stocked,1515,14,1.9,4.2,1
447,Kerkeslin Lake,JASP,8,Present,No Record,1743,4.5,23.9,1,1
452,Chalet Pond,JASP,8.5,Present,Stocked,1976,0.9,1.5,4,1
458,Pocahontas Pond,JASP,14.25,Present,Stocked,1003,2,3,9.666666667,1
459,Geraldine Lake #4,JASP,10,Absent,No Record,1970,5.5,5.7,2,0
460,High Lake Four,JASP,16.8,Absent,Historically,1515,2,1.6,6,0
462,Maligne Lake,JASP,11.825,Present,Stocked,1675,96,2066,3.8,1
464,Hostel Pond (Mile 54),JASP,13,Present,Stocked,1560,4,4.9,3,1
466,Mitchell Lake,JASP,6.5,Absent,No Record,1783,14,29.9,4,0
470,High Lake Seven,JASP,18.5,Present,Stocked,1495,7.5,2.9,7,1
473,Unnamed Pond (along Athabasca),JASP,17.8,Absent,No Record,1097,3,0.3,4,0
474,Twin Lake (north),JASP,15.5,Absent,No Record,1033,1.5,1,13,0
475,Geraldine Lake #3,JASP,8.25,Present,Stocked,1885,31,50.7,2,1
476,Leach Lake,JASP,13.675,Present,Stocked,1237,11,13.1,8.222222222,1
480,Edwards Lake,JASP,11.25,Present,Stocked,1228,10,0.5,2,1
486,Dragon Lake,JASP,18.8,Present,Stocked,1341,12,15.6,3,1
488,Golden Lake,JASP,18,Present,Stocked,1485,10.3,13.4,3.833333333,1
489,Mina Lake,JASP,18.7,Present,Stocked,1214,13.2,8.3,7.666666667,1
491,Beauvert Lake,JASP,15,Present,Stocked,1030,25,32.3,4.272727273,1
492,Dorothy Lake,JASP,18,Present,Stocked,1336,14.6,25.1,9,1
495,Iris Lake,JASP,17.3,Present,Stocked,1302,13.2,5.1,10.33333333,1
496,Rathlin Lake,JASP,20.8,Absent,No Record,1298,4.3,2.2,4,0
512,Palisades Pond,JASP,16.5,Present,Stocked,1027,1,0.4,10.25,1
513,Cold Sulfur Pond (south),JASP,12.9,Absent,No Record,1006,1.5,0.4,5,0
520,Bench Lake,JASP,19.5,Absent,No Record,1355,5.8,1.81,5.5,0
521,Colfair Lake (upper),JASP,19.5,Present,Stocked,1561,7.5,2.9,3,1
523,Cold Sulfur Pond (north),JASP,13.05,Present,Stocked,1006,2.5,3.5,4,1
524,Colfair Lake (lower),JASP,19.5,Present,Stocked,1355,6,0.8,4,1
528,Miette Lake,JASP,11.25,Present,No Record,1864,6.5,7.2,5,1
531,Edna Lake,JASP,5.6,Present,Stocked,1000,2,25,10.66666667,1
533,Mildred Lake,JASP,16.5,Absent,No Record,1033,3.5,6,8.333333333,0
534,Annette Lake,JASP,19,Present,Stocked,1024,23,28.6,4.909090909,1
535,Virl Lake,JASP,18,Present,Stocked,1305,6,3.5,5,1
536,Patricia Lake,JASP,10,Present,Stocked,1180,42,69,6.916666667,1
538,Moat Lake,JASP,12.3,Present,Stocked,1945,10.5,35,4.666666667,1
540,Riley Lake,JASP,19.5,Present,Stocked,1175,10.5,4.6,9.5,1
541,Christine Lake,JASP,19.8,Present,Stocked,1338,8,7,7.333333333,1
542,Saturday Night Lake,JASP,18.3,Present,Stocked,1418,8.3,9.7,9,1
543,Pyramid Lake,JASP,10.6,Present,Stocked,1186,19,127.4,5.461538462,1
544,Osprey Lake,JASP,6.5,Present,Stocked,1387,7.5,3.4,3.333333333,1
546,Minnow Lake,JASP,18.5,Present,Stocked,1415,3.3,6.1,8,1
547,Cutt Lake,JASP,18.5,Present,Stocked,1455,7.5,15.5,4,1
549,Harvey Lake,JASP,10.25,Present,Stocked,1617,21,58,2,1
550,Horseshoe Lake,JASP,8.74,Present,Stocked,1230,23,13,5.083333333,1
551,Buck Lake,JASP,19.3,Present,Stocked,1405,6,34,8.666666667,1
554,Honeymoon Lake,JASP,16,Present,Stocked,1405,7,18.4,7.571428571,1
555,Mona Lake,JASP,17.25,Present,Stocked,1750,11.5,11.5,7,1
556,Beaver Lake,JASP,15,Present,Stocked,1498,2,31,5,1
557,Cabin Lake,JASP,17.3,Present,Stocked,1217,20.5,32.2,7,1
559,Edith Lake,JASP,7.5,Present,Stocked,1024,18,50,4.916666667,1
560,Amethyst Lake,JASP,11.16666667,Present,Stocked,1987,25,470,7.6,1
561,Hibernia Lake,JASP,19.5,Present,Stocked,1198,8.5,9.6,7,1
562,Caledonia Lake,JASP,19.6,Present,Stocked,1161,11,13,5,1
563,Marjorie Lake,JASP,19.5,Present,Stocked,1143,8,7.3,6.333333333,1
570,Medicine Lake,JASP,15.5,Present,Stocked,1442,17.5,516,5,1
572,Salt Like Pond (north),JASP,14.15,Absent,No Record,1000,2,0.01,5.666666667,0
573,Salt Like Pond (south),JASP,12.75,Present,No Record,1000,2,0.04,8,1
605,Bear Lake,FOOT,19,Present,Stocked,1800,4,2,6,1
664,Cuthead Lake,BANF,10.25,Present,Stocked,2210,4.3,3.47,4.5,1
665,Burstall Lake (Lower),KANA,10.9,Present,Stocked,1957,7.5,8,2.5,1
679,Waterfowl Lake (lower),BANF,13,Present,Stocked,1670,4.7,48,4,1
719,Snowflake Lake,BANF,9.825,Present,Stocked,2320,13,7.13,3.260869565,1
722,Pipit Lake,BANF,8.416666667,Present,Stocked,2217,20.6,10.6,2.153846154,1
723,Harrison Lake,BANF,9.0825,Present,No Record,2240,10.7,8.4,3.333333333,1
733,Minnewanka Lake,BANF,15.4,Present,Stocked,1480,105,1663,5.5,1
735,Two Jack Lake,BANF,19.1,Present,Stocked,1476,16,35,5.666666667,1
736,Johnson Lake,BANF,18,Present,Stocked,1402,3.5,12,6,1
737,Bighorn Lake,BANF,6.866666667,Present,Stocked,2347,9.2,2.15,2.428571429,1
754,Kingfisher Pond,BANF,15.1,Present,Stocked,1600,6.1,0.5,5.5,1
757,Herbert Lake (little),BANF,17.025,Present,Stocked,1570,8.2,0.6,9.2,1
758,Consolation Lake (upper),BANF,5.375,Present,Stocked,1951,16.2,10.7,2.666666667,1
759,Herbert Pond,BANF,17.45,Absent,No Record,1600,5,0.4,6,0
763,Sentinel Lake,BANF,8.9,Absent,No Record,2423,6.7,2.8,2.7,0
764,Consolation Lake (lower),BANF,6.6,Present,Stocked,1951,11.3,14.5,1.333333333,1
766,Brachiopod Lake,BANF,7.85,Absent,Historically,2271,3,2.1,3.5,0
767,Kingfisher Lake,BANF,17.45,Present,Stocked,1539,7.2,2,7.8,1
769,Rockbound Lake,BANF,12,Present,Stocked,2202,16,33,3,1
770,Ptarmigan Lake,BANF,10.2,Present,Stocked,2332,21.3,27.9,4,1
772,Copper Lake,BANF,19.8,Present,Stocked,1434,10.4,1.5,6.5,1
773,Louise Lake,BANF,11.7,Present,Stocked,1731,70.1,84.5,2.6,1
774,Lost Lake,BANF,14.96666667,Present,Stocked,1692,5.5,0.4,5,1
775,Bow Lake,BANF,12.25,Present,Stocked,1940,51,275,5.333333333,1
776,Taylor Lake,BANF,10.43333333,Present,Stocked,2057,43.9,27,1.666666667,1
777,Smith Lake,BANF,16.55,Present,Stocked,1560,9.7,3,7.5,1
778,O'Brien Lake,BANF,8.95,Present,Stocked,2118,20.7,4.6,1.333333333,1
779,McNair Pond,BANF,12.1,Present,Stocked,1539,3.5,1.7,5.5,1
780,Annette Lake,BANF,6,Absent,Historically,1966,11.7,5.3,1.8,0
782,Boom Lake,BANF,13.4,Present,Stocked,1893,13.2,99.6,4.6,1
783,Eiffel Lake,BANF,10.6,Absent,No Record,2281,10.6,13.5,2.363636364,0
784,Vista Lake,BANF,14.86666667,Present,Stocked,1567,6.5,6.6,4.5,1
785,Herbert Lake,BANF,16,Present,Stocked,1600,13.3,5.7,6.5,1
786,Agnes Lake,BANF,10.46666667,Present,Stocked,2118,20.5,6,2,1
787,Mud Lake,BANF,14.5,Present,Stocked,1600,7.2,7.3,7.666666667,1
788,Baker Lake (little),BANF,8.25,Present,Stocked,2240,5,2.9,4.25,1
790,Moraine Lake,BANF,7.833333333,Present,Stocked,1887,20.7,41.3,2.166666667,1
792,Tilted Lake,BANF,10.5,Present,Stocked,2210,12.2,3.6,6,1
793,Redoubt Lake,BANF,8.5,Present,Stocked,2393,11,19.1,2.75,1
794,Temple Lake,BANF,11.3,Present,Stocked,2179,14,3.1,3,1
795,Baker Lake,BANF,9.2,Present,Stocked,2207,11.6,36.4,5.666666667,1
796,Island Lake,BANF,15.91666667,Absent,No Record,1570,6.4,14.9,6,0
797,Hidden Lake,BANF,7.8,Present,Stocked,2271,32.3,13.3,2.333333333,1
807,Snowflake Pond,BANF,10,Absent,No Record,2280.1,0.5,0.1,4.714285714,0
858,MR6,NOCA,11.6,Absent,No Record,1693,2.1,0.6,3,0
859,MR12,NOCA,14.7,Present,Stocked,1981,4,0.6,2.5,1
860,MR14,NOCA,11.9,Present,Stocked,1717,10.4,6.3,2.25,1
861,MR13-1,NOCA,15,Absent,Historically,1800,2,0.3,2.6,0
862,MR4,NOCA,16.1,Present,Stocked,1679,4,3.6,5.5,1
865,MM11,NOCA,13.4,Present,Stocked,1974,7.6,1.4,1,1
868,GM2,NOCA,12.2,Absent,No Record,1664,47.3,16.1,1,0
869,MR3,NOCA,13.7,Absent,No Record,1873,2.5,0.2,3.8,0
870,MR15-2,NOCA,9,Present,Stocked,1909,3,0.3,1,1
873,MR2,NOCA,14.8,Absent,No Record,1873,1.5,0.3,4.285714286,0
875,MA3,NOCA,12.3,Absent,No Record,2044,6,1.3,2,0
878,MM7,NOCA,10.1,Absent,No Record,1642,1.9,0.8,2.5,0
879,SM2-2,NOCA,11.4,Present,Stocked,1988,4.3,1,2,1
882,MR5,NOCA,16.1,Present,No Record,1639,7,4,3.5,1
883,MR9,NOCA,11.9,Present,Stocked,1813,4.9,1.7,2.666666667,1
887,SM1,NOCA,16.1,Absent,No Record,2033,1.2,0.2,4,0
891,CP1,NOCA,12.2,Present,Stocked,1642,17.7,12,2.25,1
892,MLY2,NOCA,10.3,Present,Stocked,1629,4.3,2.5,2.666666667,1
893,MR15-1,NOCA,12.6,Present,Stocked,1922,27,4.8,1,1
894,MR16,NOCA,15.5,Present,Stocked,1900,2,0.6,1,1
897,GM1,NOCA,13.8,Present,Stocked,1270,49,59,2,1
899,MR10,NOCA,11.4,Present,Stocked,1679,6.1,5,3.428571429,1
903,SM2-1,NOCA,12.5,Present,Stocked,1931,2.1,1,3.5,1
904,MR8,NOCA,11,Absent,No Record,1970,3.5,0.3,1,0
906,MR13-2,NOCA,12.3,Present,Stocked,1789,5,1.2,1.5,1
908,MM10,NOCA,19.9,Present,Stocked,662,5.8,8.2,5,1
913,MR11,NOCA,14.5,Present,Stocked,1863,8.8,1.3,4,1
914,MM6,NOCA,10.7,Absent,No Record,1504,11.9,4.1,4.125,0
947,Bathtub Pond,LASSEN,10.67,Absent,Historically,1867,5.6,10.2,5,0
948,Indian Lake,LASSEN,10.25,Absent,Historically,2133,4.2,30.1,4,0
949,Cluster Lake 3,LASSEN,15.64,Absent,Historically,2004,4.5,69.5,5,0
951,Crystal Lake,LASSEN,13.94,Absent,Historically,2205,5.7,24.6,5,0
953,Indian Pond,LASSEN,12.07,Absent,Historically,2159,6.4,8.2,8,0
954,Little Bear Lake,LASSEN,16.62,Absent,Historically,2077,2.2,11.6,4,0
955,Helen,LASSEN,13.43,Absent,Historically,2506,32.5,104.8,3,0
956,Rainbow Lake,LASSEN,10.31,Absent,Historically,2022,8.8,94.4,4,0
957,Cluster Lake 4,LASSEN,17.95,Absent,Historically,2008,0.9,13,5,0
958,Jakey Pond #6,LASSEN,13.45,Absent,Historically,2155,2.7,6.8,6,0
959,Reflection Lake,LASSEN,15.84,Present,No Record,1796,4.5,31.6,6,1
960,Cluster Pond 4,LASSEN,15.94,Absent,Historically,2008,2.4,7.5,6,0
961,Summit Lake,LASSEN,16.23,Present,Stocked,2041,2.2,55.9,7,1
962,Hidden5,LASSEN,9.72,Absent,Historically,2056,3.2,30.7,4,0
965,Soap Lake,LASSEN,8.35,Absent,Historically,1928,0.9,18.2,4,0
967,Harriette,WIN NF,18.1,Present,Stocked,2072,21,14.1,2,1
968,Margurette,RR-SIS NF,21.4,Present,Stocked,1867,7.5,6.6,5,1
969,Wind2,WIN NF,22,Present,Stocked,1878,1,1,6,1
973,Trapper,RR-SIS NF,21.9,Present,Stocked,1866,3.5,6.6,5,1
974,Upper Palisades,MORA,13.9,Present,Stocked,1785,15.3,0.784,4.4,1
976,RD2,NOCA,19.9,Present,Stocked,412,6.4,3,10,1
977,MC7,NOCA,9.8,Present,Stocked,1556,27.2,6.7,1,1
978,LN04,MORA,9.4,Absent,No Record,1058,3.1,0.477,4,0
979,LW08,MORA,13.6,Absent,No Record,1951,2.5,0.509,1,0
980,LW15,MORA,11.8,Absent,No Record,1701,2.8,0.092,2,0
981,M19,NOCA,9.1,Present,Stocked,1427,24,5,1.666666667,1
982,LH08,MORA,21.5,Absent,No Record,1767,1,0.413,3,0
984,LC34,MORA,12.1,Absent,No Record,1759,2.5,1.197,1.5,0
985,M5,NOCA,15.8,Present,Stocked,1388,9,1,4.5,1
986,LM26,MORA,22,Absent,No Record,1430,4.7,0.601,4,0
987,LZ07,MORA,6.3,Absent,No Record,1895,0.5,0.035,1,0
988,RD5-2,NOCA,14.6,Present,Stocked,1031,5.8,0.2,6.529411765,1
989,LS3,NOCA,13.2,Present,Stocked,1365,4.9,1.5,4,1
990,EP6,NOCA,10.9,Present,Stocked,1566,19.8,3,1.5,1
991,West,GP NF,12.9,Present,Stocked,1470,9.2,2.7,6,1
992,DD8,NOCA,6.5,Absent,No Record,1600,1.9,0.9,3,0
993,M21,NOCA,8.4,Present,Stocked,1205,3.1,1.6,5,1
994,LP14,MORA,21.7,Absent,No Record,2010,0.5,0.187,1,0
995,LO35,MORA,21,Absent,No Record,1748,0.6,0.01,1.5,0
996,Green,MORA,13.5,Present,Stocked,974,29,4.986,4.333333333,1
997,LC14,MORA,15,Absent,No Record,1697,1,1.092,5,0
998,Hidden,MORA,13.9,Present,Stocked,1806,7,2.118,5,1
1000,LM03,MORA,18.5,Absent,No Record,1307,1,0.207,5,0
1001,LF12,MORA,13.1,Present,Stocked,1741,3.5,1.932,2,1
1004,ML4,NOCA,12.3,Absent,Historically,1583,6.4,3.3,2,0
1005,Eleanor,MORA,17.3,Present,Stocked,1519,16,6.951,6,1
1006,PM3,NOCA,9.1,Present,Stocked,1609,5.5,4.3,1.666666667,1
1007,LW24,MORA,15.5,Absent,No Record,1702,3.8,0.264,4,0
1008,HM4,NOCA,19.6,Present,Stocked,870,8,8.2,4,1
1009,MC21-2,NOCA,10.6,Absent,Historically,1525,3,1.6,1,0
1010,Shadow,MORA,13.5,Absent,Historically,1896,5,0.89,4,0
1011,LP12,MORA,13,Absent,No Record,1800,1,1.489,6.5,0
1012,MP8,NOCA,10.4,Absent,No Record,1566,3.7,0.9,4,0
1015,MC2,NOCA,16.3,Absent,Historically,1800,11,1.2,1,0
1016,FP4,NOCA,6,Absent,No Record,1624,33,12,3,0
1017,LM48,MORA,21,Absent,No Record,1601,1,0.029,5,0
1018,HM2,NOCA,17.5,Present,Stocked,861,19,38.4,7.5,1
1020,LP23,MORA,15.1,Absent,No Record,1462,1.2,0.082,5,0
1021,MC21-1,NOCA,4.5,Absent,Historically,1528,5,1.2,3,0
1022,M7,NOCA,12.5,Present,Stocked,1363,11,3.2,1,1
1023,LW44,MORA,11,Absent,No Record,1820,0.4,0.089,1,0
1024,Clover,MORA,17.1,Present,Stocked,1753,14.2,2.896,10,1
1025,MC6,NOCA,11.1,Present,Stocked,1601,21.3,5.2,2,1
1027,PM1,NOCA,10.2,Present,Stocked,1171,9.1,4.4,2,1
1028,Allen,MORA,11,Absent,Historically,1397,7.2,1.724,4,0
1031,LW40,MORA,12,Absent,Historically,1333,5.2,1.2,5.5,0
1032,MC17-1,NOCA,11.7,Absent,Historically,1755,13.1,4,1.333333333,0
1033,LH19,MORA,17.8,Absent,No Record,1696,1,0.138,4,0
1034,LN09,MORA,18.8,Absent,No Record,1630,1.2,0.11,3,0
1035,Eunice2,MORA,14.7,Absent,Historically,1635,20,5.323,2.777777778,0
1036,Crescent,MORA,11.7,Present,Stocked,1697,29,7.043,1,1
1038,LC13,MORA,16,Absent,No Record,1700,1,0.595,2,0
1039,LW23,MORA,9.8,Absent,No Record,1794,0.4,0.059,4,0
1041,FP7,NOCA,7.6,Absent,No Record,1378,33,32.5,1,0
1042,MC12,NOCA,11.1,Present,Stocked,1769,46.3,11.4,1,1
1043,M23,NOCA,15.3,Present,Stocked,1270,37.2,0.4,4.5,1
1044,M20,NOCA,12.2,Present,Stocked,1357,33,23.5,3,1
1046,Dick,MORA,12.5,Absent,No Record,1726,2.5,0.375,3,0
1047,LW16,MORA,15.7,Present,Stocked,982,5,0.238,4,1
1048,M6,NOCA,8.9,Absent,Historically,1632,3.6,0.6,2,0
1049,Bertha,GP NF,15.5,Present,Stocked,1574,3.1,1.2,5,1
1051,Ethel,MORA,13.4,Present,Stocked,1326,29.5,10.188,6,1
1052,Mowich,MORA,14.8,Present,Stocked,1502,59,45.418,1.857142857,1
1054,LP03,MORA,19,Absent,No Record,1494,1,0.04,4,0
1055,LN10,MORA,13,Absent,No Record,1542,1,0.277,4,0
1059,Granite,GP NF,17,Present,Stocked,1273,16.8,19.7,9,1
1060,MC1,NOCA,17.4,Absent,Historically,1762,3,1.2,5,0
1061,LW06,MORA,16.8,Absent,No Record,1761,3.6,0.365,6,0
1062,LW01,MORA,15,Absent,No Record,1709,2,0.972,4,0
1065,LS7,NOCA,12.5,Present,Stocked,1510,7.9,2.8,4,1
1066,MC17-4,NOCA,14.4,Absent,Historically,1754,4.3,0.8,2,0
1067,LW45,MORA,8,Absent,No Record,1931,1.5,0.333,1,0
1069,MSH4,NOCA,10.4,Absent,No Record,1635,8.9,1.4,1,0
1070,LM06,MORA,17.8,Absent,No Record,1747,1,0.33,2,0
1072,LN25,MORA,13,Absent,No Record,1674,1.1,0.079,2,0
1074,DD4,NOCA,6.3,Present,Stocked,1174,19,5.2,4,1
1075,LW03,MORA,11.6,Present,No Record,1526,6.4,0.869,3,1
1076,DD1,NOCA,15.4,Present,Stocked,1496,2.4,0.5,2.333333333,1
1077,MC4,NOCA,12.4,Absent,No Record,1604,4.9,0.8,2,0
1078,M1,NOCA,13.6,Present,Stocked,1159,4.3,1.6,4,1
1080,LC02,MORA,25.3,Absent,No Record,1463,1.9,0.318,6.5,0
1081,LC43,MORA,19.3,Absent,No Record,1866,0.5,0.123,1,0
1083,Harry,MORA,13.3,Present,Stocked,1730,4.2,0.501,1,1
1084,LS2,NOCA,12.1,Present,Stocked,1243,4.9,1,4.25,1
1085,UK01,MORA,16.2,Absent,No Record,1672,0.4,0.03,1,0
1086,HM3,NOCA,17.6,Present,Stocked,958,9.8,4.3,6,1
1088,LC32,MORA,12,Absent,No Record,1751,3.9,0.873,3,0
1089,LH20,MORA,19.5,Absent,No Record,1764,0.8,0.174,3,0
1090,LW22,MORA,19,Absent,No Record,1809,0.9,0.055,4,0
1091,MC17-2,NOCA,15.7,Absent,Historically,1754,5.5,0.3,2,0
1092,James,MORA,11.8,Present,Stocked,1349,23,4.979,5,1
1093,LW33,MORA,9.5,Present,Stocked,1127,2,0.13,6,1
1097,LW43,MORA,14,Absent,Historically,1580,1.7,1.57,6,0
1098,LW25,MORA,15.5,Absent,No Record,1909,0.5,0.094,3,0
1099,LW17,MORA,9.5,Present,Stocked,985,3.2,0.107,3,1
1100,LH24,MORA,12,Absent,Historically,1730,2.5,0.585,2,0
1101,LM09,MORA,13,Absent,No Record,1864,1.2,0.027,1,0
1102,Sunrise,MORA,17.6,Absent,Historically,1750,7,1.501,4.5,0
1103,RD3,NOCA,15.9,Absent,Historically,802,8.8,0.3,6.9375,0
1104,LM37,MORA,20,Absent,No Record,1525,2.5,0.448,4,0
1107,LC31,MORA,16.6,Absent,Historically,1516,5,1.125,3.333333333,0
1108,LS1,NOCA,14.1,Present,Stocked,1241,3.4,0.4,6,1
1109,ML2,NOCA,8.4,Present,Stocked,1687,27.4,3.4,1,1
1110,LC33,MORA,13,Absent,No Record,1747,1.5,1.097,2,0
1111,Bertha Mae,GP NF,16.5,Present,Stocked,1137,33.5,20.4,4,1
1114,RD5-1,NOCA,16.2,Present,Stocked,1031,3,0.1,6.533333333,1
1115,LW13,MORA,13.7,Absent,No Record,1673,2.8,0.391,6,0
1117,LW18,MORA,8,Present,No Record,991,4.9,0.177,6,1
1119,Crystal,MORA,16,Present,Stocked,1780,9.2,3.197,4,1
